week_end,pathogen,geography,percent_visits,status,trend_on_date,recent_trend,month,year,age_group,gender,socio_economic_status,air_quality_index,temperature,humidity,mobility_index,mask_compliance,estimated_cost
2023-02-04,COVID-19,Florida,2.2,Reporting,Decreasing,Increasing,2,2023,18-49,Female,High,372,-6.883648260078808,3.306354254739108,71.51970123682,65.1015292405245,108.39741613733949
2023-02-04,COVID-19,Georgia,1.7,Reporting,Decreasing,Increasing,2,2023,0-17,Female,Low,225,-1.4907965508440508,93.80391782650585,13.451799714547906,46.77115279515919,469.9686555386586
2023-02-04,COVID-19,Hawaii,2.1,Reporting,Decreasing,Increasing,2,2023,0-17,Female,High,59,21.018451881531472,51.22529924274457,95.68765177387843,30.27225293032918,1697.905845585887
2023-02-04,COVID-19,Idaho,1.8,Reporting,No Change,No Change,2,2023,50-64,Male,Middle,299,18.046544056484635,12.475998530024368,49.67126133403792,33.22373167843951,774.8135469039644
2023-02-04,COVID-19,Illinois,1.9,Reporting,Decreasing,No Change,2,2023,18-49,Female,Low,290,38.54306526632838,75.21641769723183,36.06447644377372,20.585684256901537,223.09780750789804
2023-02-04,COVID-19,Indiana,1.8,Reporting,Decreasing,No Change,2,2023,65+,Male,Middle,168,33.44706901977894,22.21741174552826,34.148242996275535,97.95818079122768,1882.2666097729239
2023-02-04,COVID-19,Iowa,2.4,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Middle,477,-5.4903846413659,96.2663265182303,95.63343456680997,52.80311493113271,1331.1093625578417
2023-02-04,COVID-19,Kansas,1.5,Reporting,Decreasing,No Change,2,2023,50-64,Female,High,169,-1.0537045612250076,13.359516427156082,29.159811113004253,96.85043521437578,1798.5032131084076
2023-02-04,COVID-19,Kentucky,2.3,Reporting,Decreasing,No Change,2,2023,65+,Male,Low,222,31.268088329280218,63.16305648312124,21.410761307862348,79.5642455471898,1822.158661146358
2023-02-04,COVID-19,Louisiana,2.7,Reporting,Decreasing,Increasing,2,2023,0-17,Male,High,362,4.774854276603488,32.24852924964817,80.31765163935883,38.46454429923843,1508.8407158073
2023-02-04,COVID-19,Maine,2.4,Reporting,No Change,No Change,2,2023,65+,Female,Low,87,-1.9914208623716032,49.91053088889266,56.30070172186489,80.89872140632937,1328.5354616229015
2023-02-04,COVID-19,Maryland,2.2,Reporting,Decreasing,No Change,2,2023,65+,Male,Middle,485,31.34347592698807,66.20218420326269,25.194331846304006,46.734431152305724,245.6551116763606
2023-02-04,COVID-19,Massachusetts,2.7,Reporting,Decreasing,No Change,2,2023,65+,Male,Middle,184,30.297774429184017,29.74200052785768,57.412824109313476,18.655474472632772,1048.0715625796147
2023-02-04,COVID-19,Michigan,1.7,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,195,13.166502061868261,24.862794082408733,26.593665160962455,96.99966721003435,468.4783799956541
2023-02-04,COVID-19,Minnesota,2.6,Reporting,No Change,No Change,2,2023,65+,Female,Middle,493,22.80415407250669,1.7232861220114915,78.45352407478472,96.06109826941842,1214.0411547552028
2023-02-04,COVID-19,Mississippi,2.2,Reporting,Decreasing,No Change,2,2023,50-64,Male,Low,259,23.486761888958902,67.33272332448385,70.91249999551542,49.7637605088951,326.0128787730365
2023-02-04,COVID-19,Montana,2.0,Reporting,No Change,No Change,2,2023,50-64,Male,Middle,452,0.6972111463685078,91.27416526256327,36.43894372178672,22.65689424701549,1658.6553363231453
2023-02-04,COVID-19,National,2.1,Reporting,Decreasing,Increasing,2,2023,18-49,Female,Low,383,11.21964822586827,49.51476836971669,22.86184866968266,91.60435750756906,1653.9078455757135
2023-02-04,COVID-19,Nebraska,1.2,Reporting,Decreasing,No Change,2,2023,65+,Female,Middle,184,21.011133326344964,77.85823702872895,90.97343506357599,40.03290910506697,1067.177621289428
2023-02-04,COVID-19,Nevada,1.2,Reporting,Decreasing,Increasing,2,2023,50-64,Male,Low,197,32.75624037746413,81.16867426201293,90.98764111664828,23.18019055812197,352.3625591735938
2023-02-04,COVID-19,New Jersey,2.5,Reporting,Decreasing,Increasing,2,2023,0-17,Male,High,486,14.968388513183427,62.619308239363235,91.74638457701914,34.53652106725785,397.1341996480574
2023-02-04,COVID-19,New Mexico,1.7,Reporting,Decreasing,Increasing,2,2023,0-17,Male,Middle,336,6.922570995961468,89.10242798770518,53.90355775238484,46.139109423133576,470.4671252981214
2023-02-04,COVID-19,New York,1.8,Reporting,Decreasing,Increasing,2,2023,18-49,Male,Low,84,-6.297693865457551,76.34135309280985,27.34663211473466,12.347599793045417,1299.81578829711
2023-02-04,COVID-19,North Carolina,2.9,Reporting,Decreasing,No Change,2,2023,65+,Male,High,415,29.985922008502236,41.914484420384255,62.53864024615721,74.83914328812969,834.6179137236601
2023-02-04,COVID-19,North Dakota,3.6,Reporting,Increasing,No Change,2,2023,65+,Male,Middle,450,29.00433171697943,35.56666375258198,57.567143105734075,79.05929429275851,438.43628997467334
2023-02-04,COVID-19,Ohio,1.6,Reporting,Decreasing,No Change,2,2023,65+,Female,Middle,235,33.917190908071156,83.0178782980102,80.42396016530202,92.327555404535,1599.9865114527909
2023-02-04,COVID-19,Oklahoma,2.2,Reporting,Decreasing,No Change,2,2023,0-17,Male,Low,150,6.771000605674423,12.69886030292422,23.93323570142636,23.479122741894788,335.1868011318712
2023-02-04,COVID-19,Oregon,2.3,Reporting,No Change,Increasing,2,2023,65+,Male,Low,155,30.25373367155902,54.08403246150404,1.436574887182429,63.667885202384845,479.77383835170474
2023-02-04,COVID-19,Pennsylvania,1.9,Reporting,Decreasing,No Change,2,2023,50-64,Female,Middle,214,-1.9600418270265347,89.76026172442958,64.0045580183647,21.82638853630361,297.0149919787398
2023-02-04,COVID-19,Region 1,2.6,Reporting,Decreasing,Increasing,2,2023,0-17,Female,Middle,375,14.799712025860636,86.46502963861892,93.41294072432032,26.201376823583832,1122.3068504765502
2023-02-04,COVID-19,Region 10,2.5,Reporting,No Change,Increasing,2,2023,18-49,Male,Low,387,-9.829746692024685,41.225244649799066,79.39489941241152,29.877499117753935,186.86497927709325
2023-02-04,COVID-19,Region 2,2.0,Reporting,Decreasing,Increasing,2,2023,50-64,Female,Middle,3,-1.6446588177311003,22.791908796023673,42.41013999507886,15.632945286418343,510.2073455326676
2023-02-04,COVID-19,Region 3,2.4,Reporting,Decreasing,No Change,2,2023,65+,Female,Middle,104,-5.951131367181053,87.69374121939045,46.01705451395007,39.74242890802414,1107.9967539338718
2023-02-04,COVID-19,Region 4,2.4,Reporting,Decreasing,Increasing,2,2023,50-64,Female,Low,153,16.497487377800542,8.358970302932134,9.268412865933684,70.322691320028,1377.6545559378437
2023-02-04,COVID-19,Region 5,1.7,Reporting,Decreasing,Decreasing,2,2023,65+,Female,Low,450,18.816872587417798,65.21115307843662,0.2700403748703173,66.7398006752287,564.4726050525777
2023-02-04,COVID-19,Region 6,2.1,Reporting,Decreasing,Increasing,2,2023,0-17,Male,Low,441,26.492796939359714,66.51765717023433,67.12500361958188,59.44957776003841,566.6103862888899
2023-02-04,COVID-19,Region 7,0.9,Reporting,Decreasing,No Change,2,2023,18-49,Male,High,408,37.929952410076275,24.361702446449907,58.99846154040952,61.08497297619958,1500.4347653654897
2023-02-04,COVID-19,Region 8,1.7,Reporting,Decreasing,Increasing,2,2023,18-49,Female,Middle,87,-8.531241213859456,55.41022471674681,18.1702491107647,5.778119988046604,835.159247935442
2023-02-04,COVID-19,Region 9,1.5,Reporting,Decreasing,Increasing,2,2023,65+,Male,Low,445,-8.615933495977226,35.06360334066474,99.52375562358108,16.7405389961224,1755.1288762752374
2023-02-04,COVID-19,Rhode Island,2.4,Reporting,Decreasing,No Change,2,2023,18-49,Male,High,355,-8.998310774832465,8.794489743164158,74.84934365905973,70.19440499026835,370.0365988436385
2023-02-04,COVID-19,South Carolina,2.5,Reporting,Decreasing,Increasing,2,2023,65+,Male,Middle,339,18.829851614047396,13.528188041299149,20.473175408282973,94.83234957498617,936.001487136978
2023-02-04,COVID-19,Tennessee,2.4,Reporting,Decreasing,No Change,2,2023,0-17,Male,Middle,205,-3.679122678986232,75.24701971020087,6.348068046653599,90.93621345494266,400.7588192694421
2023-02-04,COVID-19,Texas,2.1,Reporting,Decreasing,Increasing,2,2023,18-49,Female,High,289,20.79402059936054,51.70963491574368,20.31404864712558,76.49004291788314,960.6679717025575
2023-02-04,COVID-19,Utah,1.6,Reporting,Decreasing,Increasing,2,2023,65+,Male,Middle,12,13.041397144537644,15.251207797829181,8.668799615839795,29.894761873242892,1024.574736577148
2023-02-04,COVID-19,Vermont,3.7,Reporting,Increasing,No Change,2,2023,0-17,Male,Low,480,5.636512030954336,90.4363202976402,94.83658774054109,31.426960915878844,1538.7668833095004
2023-02-04,COVID-19,Virginia,2.9,Reporting,Decreasing,Increasing,2,2023,50-64,Female,Middle,294,-3.5631789695003597,54.46415144290595,50.070638187101736,80.75338058328981,648.3653098101851
2023-02-04,COVID-19,Washington,2.8,Reporting,No Change,Increasing,2,2023,0-17,Female,High,284,18.79390528461065,93.55812200176959,12.730984242053111,38.96077252761919,835.557140116604
2023-02-04,COVID-19,West Virginia,2.6,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,183,0.28868554594241047,65.74725800822532,1.4297412590014158,35.824145032393275,1610.149781428367
2023-02-04,COVID-19,Wisconsin,1.5,Reporting,Decreasing,No Change,2,2023,65+,Male,Middle,59,2.1003500811967193,75.76285069032778,80.3386135166366,69.75138768338189,498.6330834903658
2023-02-04,COVID-19,Wyoming,1.4,Reporting,No Change,No Change,2,2023,65+,Male,Low,181,12.002540517569912,1.853176787601818,31.041428998805277,17.890585326408793,1992.841974473567
2023-02-04,Influenza,Alabama,0.4,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Middle,427,39.48253502683224,56.370686092669665,26.5771414591528,24.341074686938256,942.7543313570525
2023-02-04,Influenza,Alaska,0.5,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,High,179,32.039794025710194,37.747391269685295,93.14802928034915,53.51529738819087,1473.7678300038247
2023-02-04,Influenza,Arizona,0.4,Reporting,Decreasing,No Change,2,2023,0-17,Male,Middle,129,35.680125215532016,69.6573392447692,71.4483519011475,9.542038419213728,224.5214886571983
2023-02-04,Influenza,Arkansas,0.6,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Low,16,34.27521152695951,61.899348556887944,25.566546989077665,94.4112730955064,1732.259562922469
2023-02-04,Influenza,California,0.3,Reporting,Decreasing,No Change,2,2023,0-17,Male,Middle,98,38.950333045809266,5.074800022134751,30.922228144162155,2.8739744123117528,447.0019920773544
2023-02-04,Influenza,Colorado,0.5,Reporting,Decreasing,Decreasing,2,2023,65+,Female,Middle,414,34.152936517478764,53.71599953659262,59.053898866582934,29.537976900337426,857.5357018662096
2023-02-04,Influenza,Connecticut,0.3,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Middle,30,26.5791353470663,91.20421308490516,57.86505016138733,76.59787049588786,505.4718937481398
2023-02-04,Influenza,Delaware,0.1,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Low,301,-0.9793834246244941,99.29257800403126,32.7778084146132,77.23489203004904,1306.6959979850913
2023-02-04,Influenza,District of Columbia,0.2,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Middle,147,5.904294598504615,49.92409984047761,99.8379329146033,52.31049993627157,1286.8563400051296
2023-02-04,Influenza,Florida,1.2,Reporting,Decreasing,No Change,2,2023,18-49,Male,High,45,38.90442967208529,81.08241251307346,5.589573097827715,11.193472581167018,1045.8166414137688
2023-02-04,Influenza,Georgia,0.5,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Low,201,27.89787089327956,1.4194077723915566,75.4930865327894,93.59741000459975,1166.6869964451864
2023-02-04,Influenza,Hawaii,1.3,Reporting,Decreasing,Increasing,2,2023,50-64,Male,High,320,17.851881270086658,35.17564990002775,55.39563556141602,67.68533583303658,1953.5910344553145
2023-02-04,Influenza,Idaho,0.3,Reporting,Decreasing,No Change,2,2023,0-17,Male,Middle,221,29.00494828471026,33.20199106966957,38.049496851562544,5.248131813160384,235.77363349922976
2023-02-04,Influenza,Illinois,0.2,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,296,37.629711048065275,1.896566365113228,39.13580269774207,40.82122855071886,1406.1220085040154
2023-02-04,Influenza,Indiana,0.3,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Low,419,27.228638798597963,5.206401974179309,45.42245445234614,52.200007906406576,599.6216174405179
2023-02-04,Influenza,Iowa,0.5,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Middle,317,1.4608369847578935,75.60079034910237,90.33787454738113,54.97851335755145,120.6506350433381
2023-02-04,Influenza,Kansas,0.3,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,97,39.04020514650148,61.56949443832968,56.49519296405058,99.6026334941904,1251.0604391148854
2023-02-04,Influenza,Kentucky,0.3,Reporting,Decreasing,Decreasing,2,2023,18-49,Male,Low,95,31.582520151449508,12.338421008986167,99.85820819025311,83.81839941555393,513.5822981278686
2023-02-04,Influenza,Louisiana,0.5,Reporting,Decreasing,No Change,2,2023,50-64,Male,High,267,-2.448817690943935,36.358080213966126,35.601391357439105,87.80195006141274,429.5206725836506
2023-02-04,Influenza,Maine,0.3,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,Low,96,4.2613712198563665,93.06470740915998,97.34120703494501,93.14325749244612,1446.3192704707742
2023-02-04,Influenza,Maryland,0.3,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Low,480,33.51439567062771,38.34260807709563,9.58461531170589,34.019659840418015,121.31628906899135
2023-02-04,Influenza,Massachusetts,0.4,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,461,1.6707167709990465,0.7544797332845632,67.38964609697044,88.14075327705946,1525.5270908974317
2023-02-04,Influenza,Michigan,0.5,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,Middle,472,29.68070786202029,44.16525959579744,74.10816921342858,1.2571534651774074,1116.9171275383574
2023-02-04,Influenza,Minnesota,0.3,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,High,491,14.83061249178219,95.3196081775798,62.5687472767237,95.58601413478843,768.1080313358269
2023-02-04,Influenza,Mississippi,0.6,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Middle,201,-4.204551596164404,42.931488439498246,85.08983268474898,91.05626503760627,1126.2532620890897
2023-02-04,Influenza,Montana,0.5,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,Middle,86,25.76431849897397,50.621142840771526,75.51256471352691,15.322374237432257,1238.0626509141832
2023-02-04,Influenza,National,0.5,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,Middle,444,19.85209026508763,62.284600419110326,75.26477008303354,5.953222982799189,1823.1281158367378
2023-02-04,Influenza,Nebraska,0.2,Reporting,Decreasing,Decreasing,2,2023,50-64,Female,High,319,-6.378002187872691,86.84287918974897,91.75499673547144,25.0614903679242,1186.5903883070723
2023-02-04,Influenza,Nevada,0.3,Reporting,Decreasing,No Change,2,2023,18-49,Female,High,39,8.715802247997193,46.53611895185554,88.28311029712044,72.6209638106269,1267.3076033494513
2023-02-04,Influenza,New Jersey,0.4,Reporting,Decreasing,Decreasing,2,2023,50-64,Female,Low,464,6.5721458295480915,25.41446689499951,20.21079223509844,50.466787372845175,1599.8938819153893
2023-02-04,Influenza,New Mexico,0.3,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Low,417,17.44303988869386,68.60794607068101,93.68866273688016,60.19489252144468,857.447070012451
2023-02-04,Influenza,New York,0.2,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,Low,474,24.8737133929813,32.0125300226202,44.38405716163656,72.51654945288503,1080.1734144370353
2023-02-04,Influenza,North Carolina,0.9,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,61,20.51295412235884,1.5753194729742792,55.22333204119467,39.75977131065528,590.0643117865533
2023-02-04,Influenza,North Dakota,1.0,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Low,340,15.836303775826181,10.922944245007493,21.189151474997956,3.2051834209376517,148.12787166088629
2023-02-04,Influenza,Ohio,0.3,Reporting,Decreasing,Decreasing,2,2023,18-49,Male,High,113,20.21527378154964,19.016790793700945,41.269774097573475,56.52796776862904,243.74617679791174
2023-02-04,Influenza,Oklahoma,0.3,Reporting,Decreasing,Decreasing,2,2023,65+,Female,Low,473,38.48089492562104,83.31735603273309,94.73328535364104,54.41322638422987,1024.6228034096075
2023-02-04,Influenza,Oregon,0.1,Reporting,Decreasing,Decreasing,2,2023,65+,Female,Middle,51,31.852969507870377,54.602874078176974,21.467624924715135,52.43498060474994,1690.8299816502474
2023-02-04,Influenza,Pennsylvania,0.2,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,High,200,39.301954307183884,54.57501626108231,67.97420074199574,38.28894192605357,1541.6192588527467
2023-02-04,Influenza,Region 1,0.3,Reporting,Decreasing,Decreasing,2,2023,18-49,Male,High,14,3.3454082711923103,17.733655724245377,29.70939114171629,20.487147388144635,504.7902244341503
2023-02-04,Influenza,Region 10,0.2,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Middle,172,32.74602081220422,0.2938836690290936,25.402846029744307,49.66725964915186,1758.4284175980924
2023-02-04,Influenza,Region 2,0.3,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,High,32,8.610418721658618,80.68643861332885,54.28312680449183,8.317208610216664,1048.4923723773077
2023-02-04,Influenza,Region 3,0.3,Reporting,Decreasing,Decreasing,2,2023,50-64,Female,High,403,9.670922355422992,96.78499628179861,12.129397766020677,32.72812700117515,1790.9362317956216
2023-02-04,Influenza,Region 4,0.8,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,Low,273,14.493163872777735,58.487954436298665,82.28981917876352,47.75769485329759,972.5701504245485
2023-02-04,Influenza,Region 5,0.3,Reporting,Decreasing,Decreasing,2,2023,50-64,Female,Low,333,3.114370966258315,11.407611599673906,39.699520400134084,20.313318208484887,991.3878150614217
2023-02-04,Influenza,Region 6,0.6,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,Middle,144,2.89950333016181,14.535760889273607,7.866689858111986,42.14714950770746,1997.2207864492138
2023-02-04,Influenza,Region 7,0.2,Reporting,Decreasing,Decreasing,2,2023,50-64,Male,Low,130,-0.5958415404009845,17.372734423176873,88.32010847333248,81.42119230251753,506.05300549924596
2023-02-04,Influenza,Region 8,0.5,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,341,18.745521520653483,20.623968474323128,56.09801470462499,32.58385942920769,329.664988005957
2023-02-04,Influenza,Region 9,0.3,Reporting,Decreasing,No Change,2,2023,50-64,Male,Middle,326,-4.355319218631162,25.215537641578432,26.574709559491016,76.65355778473332,888.7334553267044
2023-02-04,Influenza,Rhode Island,0.2,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,210,15.127091968888287,83.54178946000943,66.50819571283601,40.116060558026156,381.14430241179184
2023-02-04,Influenza,South Carolina,0.6,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Middle,470,21.74423374577204,12.188706611915734,1.795699369177517,75.35189880312,1841.6564509133846
2023-02-04,Influenza,Tennessee,0.4,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,73,-0.4620871451259241,32.46441664162706,33.689314968742224,94.3666358566868,1192.8450915653646
2023-02-04,Influenza,Texas,0.7,Reporting,Decreasing,Decreasing,2,2023,65+,Male,Low,229,-2.1025736128265713,18.466368575036405,98.2827740900724,44.26146548761075,1945.5663120873376
2023-02-04,Influenza,Utah,0.4,Reporting,Decreasing,No Change,2,2023,18-49,Male,Low,202,33.17244073743453,96.22608348093004,17.400003490459525,92.11271275001687,161.94477645605656
2023-02-04,Influenza,Vermont,0.2,Reporting,Decreasing,Decreasing,2,2023,18-49,Male,Middle,415,13.786394928664112,69.66876407587341,33.48696760908291,90.58309246967518,328.5651384326494
2023-02-04,Influenza,Virginia,0.5,Reporting,Decreasing,Decreasing,2,2023,65+,Female,Middle,233,9.707872565103873,72.61593441082996,22.85467742330657,89.1374123159715,1859.0802654935362
2023-02-04,Influenza,Washington,0.2,Reporting,Decreasing,Decreasing,2,2023,0-17,Female,Low,108,-3.280334181418051,95.57082624475358,63.21054020068841,98.71564788367657,345.84858591110543
2023-02-04,Influenza,West Virginia,0.3,Reporting,Decreasing,Decreasing,2,2023,50-64,Male,Middle,497,2.1322623881685345,17.45596240225139,15.472865490331888,18.513047017063723,700.6754238238437
2023-02-04,Influenza,Wisconsin,0.3,Reporting,Decreasing,Decreasing,2,2023,50-64,Female,High,316,36.957692403264,4.817892207125096,36.933072584998136,96.95517056561357,265.85171065135364
2023-02-04,Influenza,Wyoming,0.4,Reporting,Decreasing,No Change,2,2023,65+,Female,Low,346,37.18381175947089,83.74058317693502,70.3669671671448,3.7781960344534182,228.09809970547016
2023-02-04,RSV,Alabama,0.1,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,Low,205,-2.8970480363560283,50.51933370478605,2.940281783423282,12.952067664901634,1489.0940445277618
2023-02-04,RSV,Alaska,0.8,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,29,37.79299660331543,97.45783232526196,5.214184433657176,11.354690562879055,1688.743694325931
2023-02-04,RSV,Arizona,0.2,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,268,22.691063001115353,80.82067646074952,42.95194512531919,80.2390728137078,1704.8728475567382
2023-02-04,RSV,Arkansas,0.1,Reporting,Decreasing,No Change,2,2023,0-17,Female,Middle,309,30.085379898487147,34.81306242801047,61.085212581456325,85.74112712004033,1859.4797567737944
2023-02-04,RSV,California,0.2,Reporting,Decreasing,No Change,2,2023,0-17,Male,Low,48,23.398367668496007,38.302399592547964,5.26748464043828,42.709850443756494,484.9676931559097
2023-02-04,RSV,Colorado,0.3,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,Middle,435,-2.7374689206518497,63.6486399936465,74.72698187347262,39.415339445403305,255.92361008459272
2023-02-04,RSV,Connecticut,0.1,Reporting,Decreasing,No Change,2,2023,0-17,Male,High,471,38.685338677925024,96.85617981597674,66.30259830700622,52.38642011197058,1857.7072024102374
2023-02-04,RSV,Delaware,0.1,Reporting,Decreasing,No Change,2,2023,18-49,Female,High,233,27.600173813516918,7.468348296807436,95.99916208898668,67.15320506233905,1543.0482030966407
2023-02-04,RSV,District of Columbia,0.1,Reporting,Decreasing,No Change,2,2023,65+,Male,High,32,7.4391358197968955,0.6306642560937048,68.89022780573058,36.59712721432471,1395.6866872315497
2023-02-04,RSV,Florida,0.1,Reporting,Decreasing,No Change,2,2023,50-64,Male,Middle,435,27.55223512582551,35.45304752259625,95.09129163899617,75.26911553860553,508.6238821221914
2023-02-04,RSV,Georgia,0.1,Reporting,Decreasing,No Change,2,2023,18-49,Male,Low,171,4.804915108790389,68.78388811193135,30.38659625245198,10.438510784903732,1353.3332220784819
2023-02-04,RSV,Hawaii,0.1,Reporting,No Change,No Change,2,2023,65+,Female,Low,355,4.041848452817234,28.832773857402827,6.561613455522108,3.564598697306043,241.23942949806437
2023-02-04,RSV,Idaho,0.2,Reporting,Decreasing,No Change,2,2023,18-49,Male,Middle,117,10.336137740826672,16.428661301340576,47.084189831735024,55.63309229012332,1697.8467316111933
2023-02-04,RSV,Illinois,0.1,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,46,23.20877946589298,82.92885096620745,74.68183725596843,85.4727500055641,330.7312953061517
2023-02-04,RSV,Indiana,0.1,Reporting,Decreasing,No Change,2,2023,0-17,Female,Middle,22,3.5572156178529752,80.71061618156193,62.983463245662804,58.60507885530032,1830.4837473510186
2023-02-04,RSV,Iowa,0.3,Reporting,Decreasing,Decreasing,2,2023,65+,Female,Low,248,5.19094328501877,27.539246936573424,11.136301442488838,7.985007065809812,209.8247000572842
2023-02-04,RSV,Kansas,0.1,Reporting,Decreasing,No Change,2,2023,18-49,Female,High,281,25.565208783653432,1.5214371987916753,96.9405983764856,98.23247760849819,1698.4352863646657
2023-02-04,RSV,Kentucky,0.1,Reporting,Decreasing,Decreasing,2,2023,18-49,Male,Low,94,26.576614337111195,40.534972310139196,19.5795680004634,5.80414633387798,963.4305256658208
2023-02-04,RSV,Louisiana,0.1,Reporting,Decreasing,No Change,2,2023,50-64,Female,Middle,151,1.6123826804196426,53.82757124580656,69.89332952077866,4.669172535256272,413.14707788638935
2023-02-04,RSV,Maine,0.1,Reporting,Decreasing,No Change,2,2023,50-64,Female,Low,304,2.678699092433199,91.39994935910637,28.079304069720656,65.71959940525375,1957.0296901754057
2023-02-04,RSV,Maryland,0.1,Reporting,Decreasing,No Change,2,2023,50-64,Female,Low,85,5.6421115343822414,56.66026599793352,51.95578071557224,42.57726189671356,832.897478211529
2023-02-04,RSV,Massachusetts,0.1,Reporting,Decreasing,No Change,2,2023,0-17,Male,Low,277,31.216360136074137,74.4404737827352,6.248137875013637,66.9662981155038,1113.6217401095107
2023-02-04,RSV,Michigan,0.1,Reporting,Decreasing,Decreasing,2,2023,50-64,Female,High,267,29.825496271159167,87.99739525867982,96.14181970187255,83.1157218171732,1447.5329965993137
2023-02-04,RSV,Minnesota,0.4,Reporting,Decreasing,No Change,2,2023,50-64,Female,High,215,32.666912359740884,60.27739738148649,67.929642331978,95.971728200383,747.125162146781
2023-02-04,RSV,Mississippi,0.1,Reporting,No Change,No Change,2,2023,65+,Male,High,475,12.429554062113592,57.871376698777034,27.91505366755662,69.5634516360459,268.9921232538278
2023-02-04,RSV,Montana,0.8,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,Middle,482,1.3609526082419414,78.47958289003029,68.82216300157275,60.12563432257679,1748.343825759732
2023-02-04,RSV,National,0.1,Reporting,Decreasing,Decreasing,2,2023,0-17,Male,Middle,17,38.97734002079158,2.7527544997231757,77.94654743898835,72.92400880860912,587.5457802541139
2023-02-04,RSV,Nebraska,0.1,Reporting,Decreasing,No Change,2,2023,50-64,Male,Middle,280,16.643511082144357,85.80335387128916,16.206799730195975,5.357999460775009,331.85290260163697
2023-02-04,RSV,Nevada,0.2,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,High,309,37.755079661345135,80.62868408112422,57.920491458229975,15.431806438345541,654.0192923849471
2023-02-04,RSV,New Jersey,0.1,Reporting,Decreasing,No Change,2,2023,65+,Female,Middle,286,-0.06995067549851086,64.3497914449551,5.210470861702499,15.977387322273495,1681.8898958481914
2023-02-04,RSV,New Mexico,0.2,Reporting,Decreasing,No Change,2,2023,65+,Female,Middle,199,-5.368673036423229,43.111222514928784,71.6984593944992,49.896503594221706,1306.8392462135016
2023-02-04,RSV,New York,0.1,Reporting,Decreasing,No Change,2,2023,65+,Female,High,465,8.841114793956589,79.39556912730092,33.92597210164827,97.78719512307553,1974.1689448018858
2023-02-04,RSV,North Carolina,0.1,Reporting,Decreasing,Decreasing,2,2023,18-49,Female,Low,186,32.511893818600704,22.297476686904627,97.3823881650423,14.725083151051521,253.1285234009006
2023-02-04,RSV,North Dakota,0.4,Reporting,Decreasing,No Change,2,2023,65+,Male,Middle,474,-2.283751919876128,38.80834318729664,3.5723058371376792,11.700662246251714,349.31679012794564
2023-02-04,RSV,Ohio,0.1,Reporting,Decreasing,No Change,2,2023,50-64,Male,Middle,189,9.9376475054354,95.62546300113169,53.33093504083208,12.466497693306644,1291.6128181966053
2023-02-04,RSV,Oklahoma,0.1,Reporting,Decreasing,No Change,2,2023,0-17,Female,Middle,343,32.210288087385194,47.54131587216087,61.50429703435862,83.69409791554659,1882.6128366345015
2023-02-04,RSV,Oregon,0.4,Reporting,Decreasing,Decreasing,2,2023,65+,Male,High,16,-0.7903110387542398,42.32342347784459,94.76297226324533,8.508782232652223,1078.4894189367642
